id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187155-d2656941-r251469423,"Nous sommes venus courant MAI 2013 ( j'ai mis fev 2014 mais on peut pas remonter avant ) et je ne poste qu'aujourdh'ui, mais ce restaurant, qui n'en est pas un, m'a tellement fait halluciner, (car oui des gens ouvrent un resto en ayant absolument rien compris au business ) que je me suis promie de le relever !! et je me promets la prochaine fois de quitter le restaurant dès le début !",restaurant,negative,128,138,1
g187155-d3194494-r225589189,Nous avons été seduits par la devanture de ce petit restaurant sans prétention.,restaurant,positive,52,62,2
g187155-d3194494-r225589189,"Le repas pris était typique de la région (salade de chèvre miel, seiche à la seitoise et son excellent rizotto....).",repas,positive,3,8,2
g187155-d3194494-r225589189,"Le repas pris était typique de la région (salade de chèvre miel, seiche à la seitoise et son excellent rizotto....).",rizotto,positive,103,110,2
g187155-d3194494-r225589189,Les desserts joliment présentés et agréablement bons.,desserts,positive,4,12,2
g187155-d3194494-r225589189,Les desserts joliment présentés et agréablement bons.,desserts,positive,4,12,2
g187162-d3685071-r286657867,"L'accueil n'est pas tip-top, le service non plus et les plats ne sont pas géniaux.",service,negative,32,39,1
g187162-d3685071-r286657867,"L'accueil n'est pas tip-top, le service non plus et les plats ne sont pas géniaux.",accueil,negative,2,9,1
g187162-d3685071-r286657867,"L'accueil n'est pas tip-top, le service non plus et les plats ne sont pas géniaux.",plats,negative,56,61,1
g187162-d3685071-r286657867,"En effet les pâtes étaient trop cuites, mal assaisonnées, dommage pour un resto italien.",pâtes,negative,13,18,1
g187162-d3685071-r286657867,"Dommage, même si le pain est exquis.",pain,positive,20,24,2
g187162-d4282113-r244643659,"La cuisine est vraiment fade, sans saveur.",cuisine,negative,3,10,1
g187162-d4282113-r244643659,"J'y suis allée 2 fois pour être sûre, mais à chaque fois la déception (assiette d'entrée diverses réchauffée au micro-onde, le pain naan élastique et la viande (j'avais pris une fois du bœuf, une fois de l'agneau) remplit de petit morceaux de graisse.",assiette d'entrée,negative,71,88,1
g187162-d4282113-r244643659,"J'y suis allée 2 fois pour être sûre, mais à chaque fois la déception (assiette d'entrée diverses réchauffée au micro-onde, le pain naan élastique et la viande (j'avais pris une fois du bœuf, une fois de l'agneau) remplit de petit morceaux de graisse.",pain naan,negative,127,136,1
g187162-d4282113-r244643659,"J'y suis allée 2 fois pour être sûre, mais à chaque fois la déception (assiette d'entrée diverses réchauffée au micro-onde, le pain naan élastique et la viande (j'avais pris une fois du bœuf, une fois de l'agneau) remplit de petit morceaux de graisse.",viande,negative,153,159,1
g187162-d4282113-r244643659,"Non franchement, ce n'est pas un bon restaurant indien",restaurant indien,negative,37,54,1
g187162-d4817543-r282798322,"La cuisine était tout simplement excellente en particulier la spécialité du restaurant, les linguini aux écrevisses.",cuisine,positive,3,10,2
g187162-d4817543-r282798322,"La cuisine était tout simplement excellente en particulier la spécialité du restaurant, les linguini aux écrevisses.",linguini aux écrevisses,positive,92,115,2
g187162-d4817543-r282798322,Le patron a beaucoup d'humour et prend plaisir à animer la salle.,patron,positive,3,9,2
g187164-d1402721-r237318486,Pourtant lorsqu'à 20hoo dans un resto c'est vide c'est que c'est louche… Mais bon on avait pas mal tournée et les restos de Metz était complet ….,resto,negative,32,37,1
g187164-d1402721-r237318486,"Entrée grasse et surgelée ""nem aux poireaux"", bordeaux amer, et onglet avec polenta à gerber… ( viande caoutchouc) bref on est parti en 4ème vitesse les assiettes pas débarrassées histoire de changer d'air au plus vite pour ne pas faire une scène un vendredi soir après une semaine de fou…30 euros par personne.",Entrée,negative,0,6,1
g187164-d1402721-r237318486,"Entrée grasse et surgelée ""nem aux poireaux"", bordeaux amer, et onglet avec polenta à gerber… ( viande caoutchouc) bref on est parti en 4ème vitesse les assiettes pas débarrassées histoire de changer d'air au plus vite pour ne pas faire une scène un vendredi soir après une semaine de fou…30 euros par personne.",nem aux poireaux,negative,27,43,1
g187164-d1402721-r237318486,"Entrée grasse et surgelée ""nem aux poireaux"", bordeaux amer, et onglet avec polenta à gerber… ( viande caoutchouc) bref on est parti en 4ème vitesse les assiettes pas débarrassées histoire de changer d'air au plus vite pour ne pas faire une scène un vendredi soir après une semaine de fou…30 euros par personne.",onglet avec polenta,negative,64,83,1
g187164-d1402721-r237318486,"Entrée grasse et surgelée ""nem aux poireaux"", bordeaux amer, et onglet avec polenta à gerber… ( viande caoutchouc) bref on est parti en 4ème vitesse les assiettes pas débarrassées histoire de changer d'air au plus vite pour ne pas faire une scène un vendredi soir après une semaine de fou…30 euros par personne.",viande,negative,96,102,1
g187164-d1402721-r237318486,"Entrée grasse et surgelée ""nem aux poireaux"", bordeaux amer, et onglet avec polenta à gerber… ( viande caoutchouc) bref on est parti en 4ème vitesse les assiettes pas débarrassées histoire de changer d'air au plus vite pour ne pas faire une scène un vendredi soir après une semaine de fou…30 euros par personne.",bordeaux,negative,46,54,1
g187164-d1750965-r279744529,"Les serveuses sont gentilles, le serveur ou chef de rang n'est pas professionnel.",serveuses,positive,4,13,2
g187164-d1750965-r279744529,"Les serveuses sont gentilles, le serveur ou chef de rang n'est pas professionnel.",serveur,negative,33,40,1
g187164-d2282811-r279714469,"Le cadre est très plaisant, classe mais un peu cher pour la qualité.",cadre,positive,3,8,2
g187164-d2282811-r279714469,"Le service est impeccable, personnel agréable.",service,positive,3,10,2
g187164-d2282811-r279714469,"Le service est impeccable, personnel agréable.",personnel,positive,27,36,2
g187164-d3468932-r269562341,"Des mets dans l'ensemble correcte mais un canard trop sec , un tiramitsu trop expresso et une gaufre à la chantilly trop chocolatée !",canard,negative,42,48,1
g187164-d3468932-r269562341,"Des mets dans l'ensemble correcte mais un canard trop sec , un tiramitsu trop expresso et une gaufre à la chantilly trop chocolatée !",tiramitsu,negative,63,72,1
g187164-d3468932-r269562341,"Des mets dans l'ensemble correcte mais un canard trop sec , un tiramitsu trop expresso et une gaufre à la chantilly trop chocolatée !",gaufre,negative,94,100,1
g187164-d3468932-r269562341,"Des mets dans l'ensemble correcte mais un canard trop sec , un tiramitsu trop expresso et une gaufre à la chantilly trop chocolatée !",mets,neutral,4,8,0
g187164-d3468932-r269562341,Le moelleux speculos/chocolat était a tom et pas terre.,moelleux speculos/chocolat,positive,3,29,2
g187164-d4014105-r278942380,"Quasi gastronomique, des plat de qualités avec plein de saveurs un délice, y allant régulièrement le midi pour ma pause déjeuné je suis rarement déçu et l'accueil et le service sont au top, je recommande !!",plat,positive,25,29,2
g187164-d4014105-r278942380,"Quasi gastronomique, des plat de qualités avec plein de saveurs un délice, y allant régulièrement le midi pour ma pause déjeuné je suis rarement déçu et l'accueil et le service sont au top, je recommande !!",accueil,positive,155,162,2
g187164-d4014105-r278942380,"Quasi gastronomique, des plat de qualités avec plein de saveurs un délice, y allant régulièrement le midi pour ma pause déjeuné je suis rarement déçu et l'accueil et le service sont au top, je recommande !!",service,positive,169,176,2
g187175-d1323640-r182961160,"Repas copieux, généreux et plutôt bon.",Repas,positive,0,5,2
g187175-d1323640-r182961160,"Repas copieux, généreux et plutôt bon.",Repas,positive,0,5,2
g187175-d1323640-r182961160,Patron gentil mais débordé (succès oblige) d'où une certaine attente qui reste supportable.,Patron,positive,0,6,2
g187175-d1323640-r182961160,Patron gentil mais débordé (succès oblige) d'où une certaine attente qui reste supportable.,Patron,negative,0,6,1
g187175-d1324468-r254016596,"Viande à point servie bleu , buffet d'entrée répétitif et sans intérêt , service sans sourire , premier arriver premier oublier.",Viande,negative,0,6,1
g187175-d1324468-r254016596,"Viande à point servie bleu , buffet d'entrée répétitif et sans intérêt , service sans sourire , premier arriver premier oublier.",buffet d'entrée,negative,29,44,1
g187175-d1324468-r254016596,"Viande à point servie bleu , buffet d'entrée répétitif et sans intérêt , service sans sourire , premier arriver premier oublier.",service,negative,73,80,1
g187175-d4274999-r261894068,Un endroit chaleureux pour manger au milieu de plein de bouteilles de vins.,endroit,positive,3,10,2
g187175-d4274999-r261894068,Repas très copieux et bon marché !!,Repas,positive,0,5,2
g187175-d4274999-r261894068,Repas très copieux et bon marché !!,Repas,positive,0,5,2
g187175-d4274999-r261894068,Avec une petite histoire sur la bouteille de vin choisie excellemment raconter par le patron fort agréable.,patron,positive,86,92,2
g187175-d4274999-r261894068,Un endroit a recommander bien évidement pour le centre-ville de toulouse.,endroit,positive,3,10,2
g187175-d5895235-r283369631,Nous avons trouvés les prix chers pour un restaurant de quartier populaire; Que du surgelé en plus.,restaurant,negative,42,52,1
g187175-d5895235-r283369631,"Le patron ne s’intéresse qu'aux habitués (les entreprises de bureau), les autres passent après...",patron,negative,3,9,1
g187175-d788853-r198933869,"Entrée, plat, dessert nous avons adoré !",Entrée,positive,0,6,2
g187175-d788853-r198933869,"Entrée, plat, dessert nous avons adoré !",plat,positive,8,12,2
g187175-d788853-r198933869,"Entrée, plat, dessert nous avons adoré !",dessert,positive,14,21,2
g187175-d788853-r198933869,"Un très bon restaurant avec une super vue sur la cathédrale St Étienne, et le personnel est accueillant !",vue,positive,38,41,2
g187175-d788853-r198933869,"Un très bon restaurant avec une super vue sur la cathédrale St Étienne, et le personnel est accueillant !",restaurant,positive,12,22,2
g187175-d788853-r198933869,"Un très bon restaurant avec une super vue sur la cathédrale St Étienne, et le personnel est accueillant !",personnel,positive,78,87,2
g187178-d1319910-r260824414,A faire avant la fermeture car c'est un endroit mythique de Lille.,endroit,positive,40,47,2
g187178-d1319910-r260824414,"Un peu déçue par le service (beaucoup de faux pas qu'on ne doit pas voir dans ce type de restaurant : nous nous sommes même débrouillés tout seuls pour récupérer nos manteaux et sortir du restaurant), émerveillée par le cadre, et la carte des vins mais je suis restée sur ma faim quant à la qualité des assiettes !",service,negative,20,27,1
g187178-d1319910-r260824414,"Un peu déçue par le service (beaucoup de faux pas qu'on ne doit pas voir dans ce type de restaurant : nous nous sommes même débrouillés tout seuls pour récupérer nos manteaux et sortir du restaurant), émerveillée par le cadre, et la carte des vins mais je suis restée sur ma faim quant à la qualité des assiettes !",cadre,positive,220,225,2
g187178-d1319910-r260824414,"Un peu déçue par le service (beaucoup de faux pas qu'on ne doit pas voir dans ce type de restaurant : nous nous sommes même débrouillés tout seuls pour récupérer nos manteaux et sortir du restaurant), émerveillée par le cadre, et la carte des vins mais je suis restée sur ma faim quant à la qualité des assiettes !",carte des vins,positive,233,247,2
g187178-d1319910-r260824414,"Un peu déçue par le service (beaucoup de faux pas qu'on ne doit pas voir dans ce type de restaurant : nous nous sommes même débrouillés tout seuls pour récupérer nos manteaux et sortir du restaurant), émerveillée par le cadre, et la carte des vins mais je suis restée sur ma faim quant à la qualité des assiettes !",assiettes,negative,303,312,1
g187178-d2282922-r240259092,"Au bout de 40 minutes d'attente nous nous décidons à partir, bien enervés.",attente,negative,24,31,1
g187178-d2282922-r240259092,Dommage car les plats avaient l'air très bon contrairement aux sandwichs triangle du supermarché que nous avons dû manger en vitesse dans la rue !!,plats,positive,16,21,2
